	3399-OG-10	3399-OG-13	3399-OG-14	3399-OG-15	3399-OG-16	3399-OG-19	3399-OG-20	3399-OG-31	3399-OG-32	3399-OG-33	3399-OG-34	3399-OG-9
TRPV4	0	0	0	0	1	0	0	0	0	0	0	0
MIR4497	0	0	0	0	0	0	0	0	0	0	0	0
GLTP	179	142	69	43	83	74	50	87	46	83	54	161
AC007834.2	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL441P	0	0	0	0	0	0	0	0	0	0	0	0
AC007834.1	0	0	0	0	0	0	0	0	0	0	0	0
TCHP	14	58	29	12	4	6	12	28	18	19	9	25
GIT2	74	115	57	11	25	25	17	75	48	47	49	48
AC084876.1	0	0	0	0	0	0	0	1	0	0	0	0
AC084876.2	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD13A	162	328	226	131	86	59	59	117	118	101	99	163
C12orf76	13	20	14	4	8	11	6	10	18	20	23	21
AC007546.1	1	1	0	0	0	0	3	0	1	0	1	0
AC007546.3	0	0	0	0	0	0	0	0	0	0	0	0
AC007546.2	0	0	0	0	0	0	0	0	0	0	0	0
IFT81	4	7	4	2	1	1	1	4	2	7	2	4
ATP2A2	106	192	199	49	172	98	57	144	152	145	146	108
RN7SL769P	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC7	57	74	78	22	23	8	11	29	18	19	19	55
AC144548.1	0	0	0	0	0	0	0	0	0	0	0	0
HMGA1P3	0	0	0	0	0	0	0	0	0	0	0	0
ARPC3	701	1550	1452	271	941	429	311	890	659	759	641	717
GPN3	29	35	37	2	7	9	7	20	6	16	8	55
RPL31P49	8	2	6	1	0	3	0	12	3	10	6	3
FAM216A	29	52	32	1	2	9	2	23	24	19	31	22
VPS29	79	124	130	29	84	65	20	64	48	56	66	108
AC002350.1	0	0	0	0	0	0	0	0	0	0	0	0
AC002350.2	0	3	3	4	1	1	3	0	1	0	6	2
RAD9B	0	5	1	0	0	0	0	3	5	0	1	2
PPTC7	69	115	100	33	52	38	27	190	160	169	165	97
TCTN1	2	13	5	2	1	1	0	7	7	5	8	4
RN7SL387P	0	0	0	0	0	0	0	0	0	0	0	0
HVCN1	17	128	62	2	2	5	2	11	12	13	9	6
PPP1CC	306	492	599	109	171	88	59	205	158	190	218	348
AC144522.1	0	0	0	1	0	0	0	0	0	0	0	0
AC002375.1	0	0	0	0	0	0	0	0	0	0	1	0
RPL29P25	0	0	0	0	0	0	0	0	0	0	0	0
CCDC63	0	0	0	0	0	0	0	0	0	0	0	0
MYL2	0	0	0	0	1	0	0	0	0	0	0	0
LINC01405	0	1	1	1	0	0	0	1	0	1	1	0
AC002351.1	0	0	0	0	0	0	0	0	0	0	0	0
CUX2	0	4	1	0	0	0	0	0	0	1	1	0
MIR6760	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP373	0	0	0	0	0	0	0	0	0	0	0	0
PHETA1	1	10	3	12	4	4	6	1	2	2	2	0
LINC02356	0	0	0	0	0	0	0	1	0	1	0	0
HSPA8P14	0	0	0	0	0	0	0	0	0	0	0	0
SH2B3	64	194	247	36	165	61	32	78	91	77	79	85
ATXN2	116	161	134	83	83	46	21	123	122	115	110	149
U7	0	0	0	0	0	0	0	0	0	0	0	0
IFITM3P5	0	0	0	0	0	0	0	0	0	0	0	0
ATXN2-AS	0	0	0	0	0	0	0	0	0	0	0	0
BRAP	39	88	40	26	35	30	9	20	37	29	34	59
PCNPP1	2	3	3	3	0	0	0	0	4	0	0	1
ACAD10	5	14	15	7	2	3	2	3	13	4	5	21
AC002996.1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH2	2	167	77	96	60	36	18	94	27	107	28	12
MIR6761	0	0	0	0	0	0	0	0	0	0	0	0
MAPKAPK5-AS1	42	26	25	6	17	12	11	46	31	29	30	59
MAPKAPK5	82	108	94	12	39	20	12	42	35	44	55	93
RPS2P41	0	0	0	0	0	0	0	0	0	0	0	0
ADAM1A	0	0	0	0	0	0	0	0	0	0	0	0
ADAM1B	1	1	2	0	0	0	0	0	0	0	0	0
TMEM116	7	15	11	0	3	4	7	22	17	11	2	7
SLC25A3P2	0	1	0	0	0	0	0	0	0	0	0	0
AC004024.1	0	0	0	0	0	0	0	0	0	0	0	0
ERP29	544	588	476	277	247	124	88	478	340	512	312	561
AC073575.2	0	0	0	0	0	0	0	0	0	0	0	0
NAA25	64	108	124	17	9	18	14	48	54	41	74	78
MIR3657	0	0	0	0	0	0	0	0	0	0	3	0
AC073575.1	0	3	0	0	0	0	0	0	0	1	2	1
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
TRAFD1	15	18	97	9	8	7	7	33	44	16	39	23
Y_RNA	0	5	16	4	1	0	0	3	7	1	5	1
HECTD4	16	58	46	16	7	5	18	22	23	23	29	18
MIR6861	0	0	0	0	0	0	0	0	0	0	0	0
AC004217.1	0	2	3	0	0	0	0	0	0	0	0	0
RN7SKP71	2	0	1	1	1	1	2	0	0	0	0	0
RPL7AP60	1	4	3	0	2	1	0	2	0	3	0	0
AC004217.2	0	0	0	0	0	0	0	0	1	0	0	0
RPL6	566	620	517	96	182	191	142	395	229	382	273	514
PTPN11	49	115	123	24	57	44	18	58	45	68	65	55
RPH3A	0	0	0	7	5	3	0	1	0	3	1	0
MIR1302-1	0	0	0	0	0	0	0	0	0	0	0	0
OAS1	1	55	946	12	23	4	2	16	544	25	500	5
AC004551.1	0	2	0	0	0	0	0	0	0	0	1	0
OAS3	10	62	1725	8	25	1	6	19	667	13	638	22
OAS2	30	88	1361	14	20	2	10	24	618	28	592	35
IMMP1LP2	0	0	3	0	0	0	0	0	0	0	0	0
RPS15AP32	0	0	0	0	0	0	0	0	0	0	0	0
DTX1	0	0	2	0	1	0	0	3	1	1	2	4
RASAL1	3	2	3	0	0	0	0	1	0	0	0	0
CFAP73	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	1	0	0	0	0	0	0	0	0	0	2
DDX54	57	104	72	43	28	22	18	69	66	59	46	79
MIR7106	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
RITA1	15	11	13	6	1	5	4	6	5	2	4	7
AC089999.1	0	0	0	0	0	0	0	0	0	0	0	0
IQCD	2	1	0	2	0	0	0	0	0	0	0	0
TPCN1	5	9	4	7	4	4	2	5	2	1	5	8
AC089999.2	0	0	0	0	0	0	0	0	0	0	0	0
MIR6762	0	0	0	0	0	0	0	0	0	0	0	0
SLC8B1	39	64	34	43	19	15	10	56	53	39	33	65
PLBD2	8	43	18	105	62	9	5	27	11	27	8	17
SDS	0	15	1	10	1	17	0	11	0	6	1	2
SDSL	0	19	2	17	8	9	0	5	0	6	1	0
LHX5	0	0	0	0	0	0	0	0	0	0	0	0
LHX5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01234	0	0	0	0	1	0	0	0	0	0	0	0
DYNLL1P4	0	0	0	0	0	0	0	0	0	0	0	0
RBM19	30	23	19	16	15	6	7	18	18	22	14	14
AC009731.1	0	0	0	0	1	0	0	0	0	0	0	0
AC073863.1	0	0	0	0	0	0	0	0	1	0	0	2
AC010183.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010183.2	0	0	0	0	0	0	0	0	0	0	0	0
HAUS8P1	0	0	0	0	0	0	0	0	0	0	0	0
GLULP5	0	0	0	0	0	0	0	0	0	0	0	0
LINC02459	0	0	0	0	0	0	0	0	0	0	0	0
TBX5	0	0	0	0	0	0	1	0	0	0	0	0
TBX5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP216	0	0	0	0	0	0	0	0	0	0	0	0
AC069240.1	0	0	0	0	0	0	0	0	0	0	0	0
OSTF1P1	0	0	0	0	0	0	0	0	0	0	0	0
AC010177.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010177.1	0	0	0	0	0	0	0	0	0	0	0	0
TBX3	0	1	0	0	0	3	0	0	0	0	0	0
AC026765.3	0	0	0	0	0	2	0	0	0	0	0	0
AC026765.4	0	0	0	0	0	0	0	0	0	0	0	0
AC026765.1	0	0	0	0	0	0	0	0	0	0	0	0
AC026765.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009804.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009804.1	0	0	0	0	0	0	0	0	0	0	0	0
AC008125.1	0	0	0	0	0	0	0	0	0	0	0	0
AC078880.1	0	0	0	0	0	0	0	0	0	0	0	0
AC078880.3	0	0	0	0	0	0	0	0	0	0	0	0
AC078880.4	0	0	0	0	0	0	0	0	0	0	0	0
AC078880.5	0	0	0	0	0	0	0	0	0	0	0	0
AC078880.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009803.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009803.1	0	0	0	0	0	0	0	0	0	0	1	0
UBA52P7	0	0	0	0	0	0	0	1	0	0	0	0
RN7SL865P	0	0	0	0	0	0	0	0	0	0	0	0
AC009387.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02463	0	0	0	0	0	0	0	0	0	0	0	0
AC012157.1	0	0	0	0	0	0	0	0	0	0	0	0
AC012157.3	0	0	0	0	0	0	0	0	0	0	0	0
MED13L	298	655	645	245	294	203	145	318	255	270	330	435
AC012157.2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1188P	0	0	0	0	0	0	0	0	0	0	0	0
MIR620	0	0	0	0	0	0	0	0	0	0	0	0
SNRPGP18	0	0	0	0	0	0	0	0	1	0	0	0
AC130895.1	11	39	30	8	6	9	5	18	8	8	10	13
AC079384.2	0	0	0	0	0	0	0	0	0	0	0	0
AC079384.1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0	0	0	0	0
LINC02457	0	0	0	0	0	0	0	0	0	0	0	0
LINC00173	6	1	0	4	2	4	2	2	2	3	0	2
MAP1LC3B2	27	50	49	24	106	44	22	23	15	19	13	22
AC125603.4	0	0	0	0	0	0	0	1	0	0	0	0
AC125603.3	0	0	0	1	0	0	0	0	0	0	0	0
AC125603.2	0	0	0	0	0	0	0	0	0	0	0	0
AC125603.1	0	0	0	0	0	0	0	0	0	0	0	0
C12orf49	153	242	176	137	107	79	38	103	79	104	54	184
RNFT2	3	5	7	0	1	0	1	3	0	2	1	7
AC090013.1	7	6	4	7	4	1	1	4	5	1	0	8
RNU6-558P	0	0	0	0	0	0	0	0	0	0	0	0
AC083806.3	0	0	0	0	0	0	0	0	0	0	0	0
HRK	9	18	4	5	2	2	1	8	3	11	7	14
AC083806.1	0	0	0	0	0	0	0	0	0	0	0	0
FBXW8	0	13	10	6	2	6	0	5	8	10	6	4
AC083806.2	0	0	0	0	0	0	0	0	0	1	0	1
AC127164.1	0	2	2	0	0	0	0	0	0	0	2	0
AC026368.1	0	5	2	0	0	0	0	0	0	0	0	0
TESC	4	9	10	4	5	10	8	14	6	16	2	0
TESC-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FBXO21	127	173	128	21	21	37	27	109	83	87	88	141
NOS1	0	0	0	0	0	0	0	0	0	0	0	0
ELOCP32	0	0	0	0	0	0	0	0	0	0	0	0
AC073864.1	0	0	0	0	0	0	0	0	0	0	0	0
KSR2	0	3	1	1	2	0	2	1	0	0	0	0
AC084291.1	0	0	0	0	0	0	0	0	0	0	0	0
RFC5	28	31	32	5	1	9	9	9	11	5	14	36
AC131159.2	0	0	0	0	0	0	0	0	0	0	0	0
WSB2	9	34	50	10	24	14	8	29	21	8	28	18
AC131159.1	3	0	0	0	0	0	0	0	1	0	0	0
VSIG10	0	2	4	0	2	3	0	6	6	0	1	4
AC131238.1	0	0	0	0	0	0	0	0	0	0	0	0
PEBP1	727	658	451	95	154	127	116	447	301	410	345	687
TAOK3	289	1123	842	402	337	188	135	341	288	293	251	312
RPS2P5	7	3	5	5	9	8	3	22	14	20	7	20
AC026367.1	0	1	0	0	0	0	0	0	1	0	2	0
SUDS3	69	117	90	69	35	42	35	74	54	72	55	86
AC026367.3	1	0	2	0	0	0	0	2	0	0	0	3
AC026367.2	1	0	1	0	1	0	0	0	0	0	0	0
LINC02460	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P37	0	0	0	0	0	0	0	0	0	0	0	0
LINC02423	0	0	0	0	0	0	0	0	0	0	0	0
LINC02440	0	0	0	0	0	0	0	0	0	0	0	0
LINC02439	0	0	0	0	0	1	0	0	0	0	0	0
RNA5SP374	0	0	0	0	0	0	0	0	0	0	0	0
AC087863.2	0	0	0	0	0	0	0	0	0	0	0	0
AC087863.1	0	0	0	0	0	0	0	0	0	0	0	0
SRRM4	0	0	0	0	0	0	0	0	0	0	0	0
AC087885.1	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL508P	0	0	0	0	0	0	0	0	0	0	0	0
AC084361.1	0	0	0	0	0	0	0	0	0	0	0	0
HSPB8	0	0	0	0	0	0	0	0	0	0	0	0
AC084880.4	0	0	0	0	0	0	0	0	0	0	0	0
AC084880.3	0	0	0	0	0	0	0	0	0	0	0	0
AC084880.1	0	0	0	0	2	0	0	0	0	0	0	0
AC084880.2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00934	0	0	0	0	0	0	0	0	0	0	0	0
CCDC60	0	0	0	0	0	0	0	0	0	0	0	0
AC002070.1	0	1	0	0	0	0	0	0	0	0	0	0
TMEM233	6	5	4	8	7	4	2	3	0	2	0	1
RN7SKP197	0	0	0	0	0	0	0	0	0	0	0	0
PRKAB1	37	48	41	11	14	14	14	21	11	18	8	37
CIT	0	1	2	4	0	1	1	0	1	2	0	1
AC002563.1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1178	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP30	10	10	19	5	9	6	3	19	14	20	11	16
BICDL1	131	67	49	3	9	20	11	128	115	103	134	155
Metazoa_SRP	6	2	0	0	0	0	2	3	6	4	4	3
AC004812.1	0	0	0	0	0	0	2	0	1	0	1	0
RAB35	202	176	154	42	152	48	37	134	122	174	134	200
AC004812.2	0	4	3	0	0	3	0	2	6	0	4	1
GCN1	70	120	96	22	29	28	16	58	64	70	54	85
MIR4498	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0	4109	2647	2434	1005	1205	932	939	2368	1979	2361	1821	4011
PXN-AS1	2	0	2	0	4	0	0	0	2	1	0	3
PXN	29	25	11	3	6	14	5	62	31	55	41	33
AC004263.2	14	13	6	13	4	38	56	19	27	10	25	19
AC004263.1	0	0	0	0	0	0	0	0	0	0	0	0
RPS20P31	0	0	0	0	0	0	0	0	0	0	0	0
NME2P1	0	1	0	0	0	1	0	1	1	0	1	2
RNU4-2	154	124	121	159	179	104	113	33	50	45	36	131
RNU4-1	32	32	20	18	36	37	57	12	10	8	6	29
SIRT4	1	3	1	0	0	0	0	2	0	2	2	0
RNU6-1088P	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G1B	0	0	0	0	0	0	0	0	0	0	0	0
MSI1	0	0	0	0	0	0	0	0	0	1	1	0
RPS27P25	1	0	1	0	0	1	0	0	1	0	0	0
AC003982.1	0	0	0	0	0	0	0	0	0	0	0	0
COX6A1	448	340	273	257	261	175	100	230	232	273	224	515
AL021546.1	0	0	0	0	0	0	0	0	0	0	0	0
TRIAP1	258	352	232	115	54	36	35	102	117	91	92	270
GATC	65	92	71	17	21	16	12	40	62	38	43	104
RPL31P52	2	7	3	0	2	1	0	4	2	8	6	2
SRSF9	2	3	4	5	2	0	0	16	2	9	3	1
DYNLL1	474	587	399	279	485	195	113	372	223	353	233	514
NRAV	12	6	5	3	4	3	2	1	0	3	2	5
AC063943.2	0	0	2	0	0	0	0	0	0	0	0	0
COQ5	96	90	84	5	23	28	9	63	65	79	70	105
AC063943.1	0	0	0	0	0	0	0	0	0	0	1	1
RPL29P24	0	0	0	1	0	0	0	0	0	0	5	0
RNF10	520	445	339	382	460	207	144	416	351	485	309	518
AC063943.3	0	0	0	0	0	0	0	0	0	0	0	0
POP5	8	19	5	3	1	3	2	11	14	12	11	11
RPL11P5	0	0	1	0	0	0	0	0	0	0	0	0
AC125616.1	0	0	0	0	0	0	0	0	0	0	0	0
CABP1	0	2	0	0	0	2	1	0	0	0	0	0
MLEC	115	225	143	115	58	59	42	104	77	85	88	143
AC069234.2	0	0	0	0	0	0	0	0	0	0	0	0
AC069234.5	0	2	1	0	0	0	2	1	0	0	0	2
AC069234.4	0	4	0	0	0	0	0	0	0	0	0	0
UNC119B	11	5	3	1	2	3	3	7	5	4	3	9
AC069234.3	0	0	0	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0	0	0	0
ACADS	1	2	2	8	2	7	0	7	13	4	5	6
AC069234.1	0	1	0	0	0	0	0	0	0	0	0	0
SPPL3	118	126	100	51	60	67	47	80	47	67	58	135
ARF1P2	0	0	0	0	0	0	0	0	0	0	0	0
AC069214.1	0	0	0	0	0	0	0	0	0	0	0	0
CLIC1P1	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P33	1	1	1	0	0	0	0	0	0	1	1	1
HNF1A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
HNF1A	1	1	0	0	0	0	0	0	0	0	0	0
C12orf43	32	36	23	17	13	4	8	26	16	12	17	26
OASL	70	151	643	22	127	66	67	59	326	60	271	76
OASL2P	0	0	0	0	0	0	0	0	0	0	0	0
AC079602.2	0	0	0	0	0	0	0	0	0	0	0	0
AC079602.3	0	0	0	0	0	0	0	0	0	0	0	0
SNORA70	0	0	0	0	0	0	0	0	0	0	0	0
AC079602.1	0	0	0	0	0	0	0	0	0	0	0	0
P2RX7	3	45	70	71	32	7	5	17	6	1	10	2
AC069209.2	0	1	4	0	1	0	0	1	1	0	0	0
AC069209.1	0	0	0	0	0	0	0	0	0	0	0	0
P2RX4	13	51	116	104	173	77	47	38	66	20	58	23
CAMKK2	3	78	60	70	121	35	26	59	30	47	45	13
ANAPC5	152	230	152	72	69	41	49	191	180	177	165	221
AC048337.1	0	0	0	0	0	0	0	0	0	0	0	0
RNF34	345	497	418	152	139	114	68	220	254	265	243	412
KDM2B	123	346	156	89	50	56	29	192	138	175	87	160
MIR7107	0	0	0	0	0	0	0	0	0	0	0	0
KDM2B-DT	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1004P	0	1	1	0	0	0	0	0	1	0	0	0
ORAI1	88	131	97	33	51	44	47	95	74	92	67	104
MORN3	11	44	25	3	7	5	3	25	40	32	43	27
AC084018.3	0	0	0	0	0	0	0	0	1	0	0	0
TMEM120B	24	50	44	2	12	11	13	58	37	36	20	21
RHOF	0	0	0	1	0	0	1	2	0	0	1	2
LINC01089	9	11	2	0	3	0	3	7	14	2	7	7
AC084018.1	0	0	1	0	0	0	0	0	0	0	0	0
AC084018.2	1	1	0	1	1	0	0	0	0	0	0	1
SETD1B	447	979	503	140	112	109	91	441	422	358	357	534
HPD	0	0	0	0	0	0	0	0	0	0	0	0
AC079360.1	0	0	0	0	0	0	0	0	0	0	0	0
AC069503.3	0	0	0	0	0	0	0	0	0	0	0	0
AC069503.4	0	0	0	0	0	0	1	0	0	0	0	0
PSMD9	21	37	24	16	15	7	12	24	24	15	25	19
AC069503.2	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-170P	0	0	0	0	0	0	0	0	0	0	0	0
CFAP251	2	7	4	0	1	2	0	1	2	1	2	3
AC069503.1	0	0	0	0	0	0	0	1	0	0	0	0
BCL7A	16	18	10	8	14	13	13	81	42	70	62	27
AC156455.1	0	1	0	0	0	0	0	0	0	0	0	0
MLXIP	99	168	64	104	42	45	31	80	78	79	49	122
LRRC43	0	0	1	0	0	0	0	0	0	0	0	0
IL31	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT4	0	0	0	2	0	0	0	1	1	1	0	2
AC048338.2	0	0	0	0	0	0	0	0	1	0	0	0
DIABLO	0	3	0	0	1	3	0	0	0	1	0	0
AC048338.1	0	0	0	0	0	0	0	0	0	0	0	0
VPS33A	93	159	113	69	46	43	26	36	29	33	24	121
CLIP1	88	478	435	183	187	103	81	178	145	156	137	98
RPL21P1	0	1	0	0	0	0	1	0	0	0	2	0
CLIP1-AS1	0	2	1	1	2	1	0	0	1	0	0	0
ZCCHC8	96	168	133	66	51	41	35	103	123	110	86	147
AC127002.1	0	0	0	0	0	0	0	0	0	0	0	0
AC127002.2	8	1	4	10	4	4	3	0	2	0	3	5
RSRC2	398	412	382	186	173	270	187	361	322	354	312	416
KNTC1	9	14	20	1	6	6	7	9	10	8	5	9
AC026333.1	0	0	0	0	0	0	0	0	0	0	0	0
AC026333.4	0	5	0	0	0	0	0	0	3	0	0	2
AC026333.3	0	0	0	0	0	1	4	0	0	0	0	0
HCAR2	0	23	37	6	84	26	15	138	139	124	109	0
HCAR3	0	0	1	3	4	1	1	1	0	0	2	3
HCAR1	0	0	0	1	0	0	1	1	0	0	1	0
AC026333.2	0	0	0	0	0	0	0	0	0	0	0	0
DENR	261	247	223	107	108	52	36	124	96	130	103	256
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
CCDC62	0	9	2	0	0	1	2	2	0	0	1	2
HIP1R	13	5	4	2	4	6	3	12	4	8	9	12
VPS37B	16	36	33	16	20	35	14	45	61	39	78	17
AC027290.1	0	0	0	0	0	0	0	0	0	0	0	0
AC027290.2	49	69	107	27	44	72	53	122	226	105	220	43
ABCB9	3	2	1	11	6	5	7	2	0	2	1	2
OGFOD2	0	0	0	2	1	1	0	1	0	1	1	4
AC026362.1	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP4	0	0	0	0	0	0	0	0	0	0	0	0
PITPNM2	4	2	3	3	2	3	3	10	8	17	9	7
MIR4304	0	0	0	0	0	0	0	0	0	0	0	0
PITPNM2-AS1	0	0	0	0	0	0	0	1	0	0	0	0
AC026362.2	0	5	3	0	0	0	2	0	4	6	0	2
MPHOSPH9	23	63	32	2	6	13	12	39	28	33	26	26
AC073857.1	0	0	0	0	0	0	0	0	0	0	0	0
C12orf65	149	113	90	3	12	27	31	85	75	94	65	140
CDK2AP1	97	124	64	21	22	64	43	53	31	42	24	83
AC068768.1	0	0	0	0	0	0	0	2	0	0	0	0
RNA5SP375	0	0	0	0	0	0	0	0	0	0	0	0
SBNO1	278	521	342	174	182	158	110	218	184	160	160	341
Y_RNA	12	25	19	5	9	6	0	19	37	16	22	18
SBNO1-AS1	2	2	4	1	2	7	2	1	1	5	1	9
MIR8072	0	0	0	0	0	0	0	0	0	0	0	0
KMT5A	16	27	14	21	14	16	6	16	12	23	10	29
RILPL2	228	346	446	181	829	380	280	320	181	262	190	217
AC145423.1	0	0	0	0	0	0	0	0	0	0	0	0
SNRNP35	59	88	64	43	42	11	17	33	22	39	33	68
RILPL1	4	25	13	0	1	1	1	16	9	9	11	5
AC145423.2	1	0	1	0	0	0	0	0	2	1	0	0
AC145423.3	1	0	0	0	0	0	0	0	0	0	0	0
MIR3908	0	0	0	0	0	0	0	0	0	0	0	0
TMED2-DT	4	3	4	1	2	0	2	7	4	2	2	2
TMED2	231	313	310	77	151	126	52	178	103	168	201	305
DDX55	17	16	8	4	4	6	8	6	6	10	8	21
SNORA9B	0	0	2	0	0	0	0	0	1	0	0	0
EIF2B1	55	86	45	8	26	17	19	30	20	27	17	69
GTF2H3	77	95	86	11	25	21	14	37	35	45	38	86
AC117503.3	0	1	0	0	0	0	0	0	1	0	0	0
AC117503.2	0	0	0	0	0	0	0	0	0	0	0	0
TCTN2	1	0	1	1	0	1	0	1	0	0	0	1
AC117503.1	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0A2	45	68	73	12	25	23	16	67	69	46	45	72
AC117503.5	0	0	0	0	0	0	0	0	0	0	0	0
RPL27P12	0	0	0	0	0	0	0	0	0	0	0	0
AC117503.4	0	0	0	0	0	0	0	0	0	0	0	0
DNAH10	0	3	3	0	1	0	3	0	0	4	1	1
CCDC92	77	97	74	26	28	39	14	66	65	45	36	118
DNAH10OS	6	7	1	0	0	0	2	0	2	2	1	1
AC068790.7	0	0	0	0	0	0	0	0	0	0	0	1
AC068790.4	0	1	0	0	0	1	0	0	0	0	0	0
AC068790.3	0	0	0	0	0	0	0	0	0	0	0	0
AC068790.2	0	0	0	0	0	0	1	1	1	0	0	1
AC068790.5	0	0	0	0	3	0	0	1	0	1	0	1
AC068790.6	0	0	0	0	0	0	0	0	0	0	0	0
ZNF664	118	185	105	8	15	30	22	49	40	59	45	113
AC068790.8	0	0	0	0	0	0	0	0	0	0	0	0
RFLNA	0	0	0	0	0	0	0	0	0	0	0	0
AC068790.1	0	0	0	0	0	0	0	0	0	0	0	0
AC068790.9	0	0	1	0	0	0	0	1	0	0	0	0
AC026358.1	0	0	0	0	0	0	0	0	0	0	0	0
NCOR2	44	334	219	182	158	76	59	108	85	130	96	56
MIR6880	0	0	0	0	0	0	0	0	0	0	0	0
AC073916.1	5	5	3	8	1	2	0	6	7	11	3	4
AC073592.1	0	0	0	0	0	1	0	0	0	1	0	0
AC073592.7	1	0	0	0	0	0	0	1	0	0	1	0
AC073592.3	0	5	0	0	0	2	0	0	0	0	0	0
AC073592.9	0	0	0	0	0	0	0	0	0	0	0	0
AC073592.5	0	0	0	0	0	0	0	0	0	0	0	0
AC073592.6	0	0	0	0	0	0	0	0	0	0	1	0
AC073592.8	0	0	0	0	0	0	0	0	0	0	0	0
AC073592.2	0	0	0	0	0	0	0	0	0	0	0	0
AC073592.10	0	0	0	1	0	0	0	0	0	0	0	0
AC073592.4	0	0	0	0	0	0	0	0	0	0	0	0
AC073593.1	0	0	0	0	0	0	0	2	0	0	0	0
SCARB1	2	1	4	5	5	0	0	1	4	3	0	0
AC073593.2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-927P	0	0	0	0	0	0	0	0	0	0	0	0
UBC	2341	2222	2962	1161	1314	1332	1008	1286	1025	1162	927	2431
MIR5188	0	0	0	0	0	1	0	0	0	0	0	0
RPL22P19	0	0	0	0	0	0	0	0	0	0	0	0
DHX37	9	12	13	2	3	5	8	3	5	7	7	22
BRI3BP	26	99	50	4	5	1	2	28	19	31	15	17
THRIL	0	0	0	0	0	0	0	0	0	0	0	0
AC122688.1	0	0	0	0	0	0	0	0	0	0	0	0
AACS	47	51	24	21	21	6	12	37	56	45	31	45
AC122688.3	4	3	2	0	0	1	0	1	0	2	2	2
AC122688.2	0	0	0	0	0	0	0	0	0	0	0	0
AC122688.5	0	0	0	0	0	0	0	0	0	0	0	0
AC122688.4	0	1	0	0	0	0	0	0	0	0	1	3
TMEM132B	0	1	0	0	0	0	0	0	0	0	0	0
AC093028.1	0	0	0	0	0	0	0	0	0	0	0	1
AC005252.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005252.4	0	0	0	0	0	0	0	0	0	0	0	0
AC005252.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005252.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00939	0	0	0	0	1	0	0	0	1	0	0	0
LINC02826	0	0	0	0	0	0	0	0	0	0	0	0
LINC02359	0	0	0	0	0	0	0	0	0	0	0	0
AC005858.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005858.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005858.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005888.1	0	0	0	0	0	0	0	0	0	0	0	0
AC007368.1	3	2	0	0	0	0	0	5	1	7	0	1
LINC02825	0	0	0	0	0	0	0	0	0	0	0	0
LINC02347	0	0	0	0	0	0	0	0	0	0	0	0
AC005868.1	0	0	0	0	0	0	0	0	0	0	0	0
AC006065.1	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA5P6	0	0	0	0	0	0	0	0	0	0	0	0
AC006065.4	0	0	0	0	0	0	0	0	0	0	0	0
